combo_msku,available_combo_stock,components_count,components,stocks_per_component
Swaddle_3,0,3,"['CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print']","[0, 0, 0]"
Swaddle_5,0,5,"['CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print']","[0, 0, 0, 0, 0]"
Swaddle_4,0,4,"['CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print']","[0, 0, 0, 0]"
Playful_Swaddles_4,0,4,"['CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print']","[0, 0, 0, 0]"
Swaddles_Pack4,0,16,"['CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Swaddles_Pack5,0,20,"['CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Swaddles_Pack3,0,6,"['CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print']","[0, 0, 0, 0, 0, 0]"
Swaddles_pack3,0,6,"['CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print', 'CSTE_0364_Swaddle_Unicorn_Print']","[0, 0, 0, 0, 0, 0]"
StorageBox_5,212,5,"['CSTE_0397_Organizer_StorageBox_Blue', 'CSTE_0397_Organizer_StorageBox_Blue', 'CSTE_0397_Organizer_StorageBox_Blue', 'CSTE_0397_Organizer_StorageBox_Blue', 'CSTE_0397_Organizer_StorageBox_Blue']","[212, 212, 212, 212, 212]"
StorageBox_3,212,3,"['CSTE_0397_Organizer_StorageBox_Blue', 'CSTE_0397_Organizer_StorageBox_Blue', 'CSTE_0397_Organizer_StorageBox_Blue']","[212, 212, 212]"
StorageBox_4,212,4,"['CSTE_0397_Organizer_StorageBox_Blue', 'CSTE_0397_Organizer_StorageBox_Blue', 'CSTE_0397_Organizer_StorageBox_Blue', 'CSTE_0397_Organizer_StorageBox_Blue']","[212, 212, 212, 212]"
Caaju_Compression_Travelkit_Cream,102,2,"['CSTE_0429_Org_Compression_Kit_Cream', 'CSTE_O0390_OT_Toiletry_Bottles']","[102, 105]"
Caaju_Compression_Travelkit_Blue,50,2,"['CSTE_0430_Org_Compression_Kit_Blue', 'CSTE_O0390_OT_Toiletry_Bottles']","[50, 105]"
Caaju_6pc_travelkit_Pink,104,2,"['CSTE_0424_Org_6Pcs_Travel_Pink', 'CSTE_O0390_OT_Toiletry_Bottles']","[104, 105]"
Caaju_6pc_travelkit_Red,88,2,"['CSTE_0425_Org_6Pcs_Travel_Red', 'CSTE_O0390_OT_Toiletry_Bottles']","[88, 105]"
Caaju_6pc_travelkit_Maroon,88,2,"['CSTE_0428_Org_6Pcs_Travel_Maroon', 'CSTE_O0390_OT_Toiletry_Bottles']","[88, 105]"
Compression_kit_blk,0,2,"['CSTE_0474_Organizer_Compression_Kit_Black', 'CSTE_O0390_OT_Toiletry_Bottles']","[0, 105]"
CSTE_0502_ST_Minecraft_Pickaxe_Foam,132,2,"['CSTE_0502_ST_Minecraft_Pickaxe_Foam', 'CSTE_0471_ST_Minecraft_Sword_Big']","[132, 291]"
Caaju_DS_Clipe_Rope_Pack2,80,2,"['CSTE_AMZ001_OT_Clip_Rope', 'CSTE_AMZ001_OT_Clip_Rope']","[80, 80]"
clip rope pack of 2,80,2,"['CSTE_AMZ001_OT_Clip_Rope', 'CSTE_AMZ001_OT_Clip_Rope']","[80, 80]"
cliperope_packof2,80,2,"['CSTE_AMZ001_OT_Clip_Rope', 'CSTE_AMZ001_OT_Clip_Rope']","[80, 80]"
nylon _ rope 02,0,2,"['CSTE_AMZ002_OT_Rope_Nylon', 'CSTE_AMZ002_OT_Rope_Nylon']","[0, 0]"
nylon_rope_3,0,3,"['CSTE_AMZ002_OT_Rope_Nylon', 'CSTE_AMZ002_OT_Rope_Nylon', 'CSTE_AMZ002_OT_Rope_Nylon']","[0, 0, 0]"
PILLOW_PACK3,0,6,"['CSTE_O0043_OT_CushionFiller', 'CSTE_O0043_OT_CushionFiller', 'CSTE_O0043_OT_CushionFiller', 'CSTE_O0043_OT_CushionFiller', 'CSTE_O0043_OT_CushionFiller', 'CSTE_O0043_OT_CushionFiller']","[0, 0, 0, 0, 0, 0]"
PILLOW_PACK5,0,10,"['CSTE_O0043_OT_CushionFiller', 'CSTE_O0043_OT_CushionFiller', 'CSTE_O0043_OT_CushionFiller', 'CSTE_O0043_OT_CushionFiller', 'CSTE_O0043_OT_CushionFiller', 'CSTE_O0043_OT_CushionFiller', 'CSTE_O0043_OT_CushionFiller', 'CSTE_O0043_OT_CushionFiller', 'CSTE_O0043_OT_CushionFiller', 'CSTE_O0043_OT_CushionFiller']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
PILLOW_PACK-4,0,4,"['CSTE_O0043_OT_CushionFiller', 'CSTE_O0043_OT_CushionFiller', 'CSTE_O0043_OT_CushionFiller', 'CSTE_O0043_OT_CushionFiller']","[0, 0, 0, 0]"
PILLOW_PACKOF2,0,2,"['CSTE_O0043_OT_CushionFiller', 'CSTE_O0043_OT_CushionFiller']","[0, 0]"
PILLOW_PACK4,0,8,"['CSTE_O0043_OT_CushionFiller', 'CSTE_O0043_OT_CushionFiller', 'CSTE_O0043_OT_CushionFiller', 'CSTE_O0043_OT_CushionFiller', 'CSTE_O0043_OT_CushionFiller', 'CSTE_O0043_OT_CushionFiller', 'CSTE_O0043_OT_CushionFiller', 'CSTE_O0043_OT_CushionFiller']","[0, 0, 0, 0, 0, 0, 0, 0]"
PILLOW_PACK2,0,6,"['CSTE_O0043_OT_CushionFiller', 'CSTE_O0043_OT_CushionFiller', 'CSTE_O0043_OT_CushionFiller', 'CSTE_O0043_OT_CushionFiller', 'CSTE_O0043_OT_CushionFiller', 'CSTE_O0043_OT_CushionFiller']","[0, 0, 0, 0, 0, 0]"
White_cushion fillers_5P,0,5,"['CSTE_O0043_OT_CushionFiller', 'CSTE_O0043_OT_CushionFiller', 'CSTE_O0043_OT_CushionFiller', 'CSTE_O0043_OT_CushionFiller', 'CSTE_O0043_OT_CushionFiller']","[0, 0, 0, 0, 0]"
FLY_PENCIL_6_SET_MULTI,0,6,"['CSTE_O0061_OT_FlyingPencilSet_Blue', 'CSTE_O0061_OT_FlyingPencilSet_Blue', 'CSTE_O0061_OT_FlyingPencilSet_Blue', 'CSTE_O0061_OT_FlyingPencilSet_Blue', 'CSTE_O0061_OT_FlyingPencilSet_Blue', 'CSTE_O0061_OT_FlyingPencilSet_Blue']","[0, 0, 0, 0, 0, 0]"
Nit-v-Combo_Box_06,84,2,"['CSTE_0020_MB_HP_Black', 'CSTE_0014_MB_HBD_Brown']","[84, 386]"
Nit-v-Combo_Box_04,0,2,"['CSTE_0020_MB_HP_Black', 'CSTE_0024_MB_BeautyandBeast_Brown']","[84, 0]"
Nit-v-Combo_Box_03,0,2,"['CSTE_0043_MB_Lalaland_Brown', 'CSTE_0024_MB_BeautyandBeast_Brown']","[0, 0]"
Nit-v-Combo_Box_02,0,2,"['CSTE_0043_MB_Lalaland_Brown', 'CSTE_0014_MB_HBD_Brown']","[0, 386]"
CTLG-01,0,2,"['CSTE_0217_SG_ThugLife_Thin', 'CSTE_0218_SG_ThugLife_Big']","[0, 0]"
CTLG-02,0,2,"['CSTE_0217_SG_ThugLife_Thin', 'CSTE_0217_SG_ThugLife_Thin']","[0, 0]"
Caaju_Storagebox_Blue_2pk,212,2,"['CSTE_0397_Organizer_StorageBox_Blue', 'CSTE_0397_Organizer_StorageBox_Blue']","[212, 212]"
Caaju_Storagebox_Blue_3pk,212,3,"['CSTE_0397_Organizer_StorageBox_Blue', 'CSTE_0397_Organizer_StorageBox_Blue', 'CSTE_0397_Organizer_StorageBox_Blue']","[212, 212, 212]"
Caaju_Storagebox_Blue_4pk,212,4,"['CSTE_0397_Organizer_StorageBox_Blue', 'CSTE_0397_Organizer_StorageBox_Blue', 'CSTE_0397_Organizer_StorageBox_Blue', 'CSTE_0397_Organizer_StorageBox_Blue']","[212, 212, 212, 212]"
Caaju_Storagebox_Blue_5pk,212,5,"['CSTE_0397_Organizer_StorageBox_Blue', 'CSTE_0397_Organizer_StorageBox_Blue', 'CSTE_0397_Organizer_StorageBox_Blue', 'CSTE_0397_Organizer_StorageBox_Blue', 'CSTE_0397_Organizer_StorageBox_Blue']","[212, 212, 212, 212, 212]"
Caaju_Storagebox_Blue_6pk,212,6,"['CSTE_0397_Organizer_StorageBox_Blue', 'CSTE_0397_Organizer_StorageBox_Blue', 'CSTE_0397_Organizer_StorageBox_Blue', 'CSTE_0397_Organizer_StorageBox_Blue', 'CSTE_0397_Organizer_StorageBox_Blue', 'CSTE_0397_Organizer_StorageBox_Blue']","[212, 212, 212, 212, 212, 212]"
Caaju_26Lstoragebox_grey_2pk,164,2,"['CSTE_0409_Orgn_Storage_26Ltr_Grey', 'CSTE_0409_Orgn_Storage_26Ltr_Grey']","[164, 164]"
Caaju_26Lstoragebox_grey_3pk,164,3,"['CSTE_0409_Orgn_Storage_26Ltr_Grey', 'CSTE_0409_Orgn_Storage_26Ltr_Grey', 'CSTE_0409_Orgn_Storage_26Ltr_Grey']","[164, 164, 164]"
Caaju_26Lstoragebox_grey_4pk,164,4,"['CSTE_0409_Orgn_Storage_26Ltr_Grey', 'CSTE_0409_Orgn_Storage_26Ltr_Grey', 'CSTE_0409_Orgn_Storage_26Ltr_Grey', 'CSTE_0409_Orgn_Storage_26Ltr_Grey']","[164, 164, 164, 164]"
Caaju_24grid_Beige_2pk,0,2,"['CSTE_0530_Organizer_Storage_Grid_24_Cream', 'CSTE_0530_Organizer_Storage_Grid_24_Cream']","[0, 0]"
Caaju_24grid_Grey_2pk,0,2,"['CSTE_0529_Organizer_Storage_Grid_24_Grey', 'CSTE_0529_Organizer_Storage_Grid_24_Grey']","[0, 0]"
XEXY_0001_Accs_Bamboo_Socks_Pink_2Pack,0,2,"['XEXY_0001_Accs_Bamboo_Xocks_Pink', 'XEXY_0001_Accs_Bamboo_Xocks_Pink']","[0, 0]"
XEXY_0001_Accs_Bamboo_Socks_Pink_3Pack,0,3,"['XEXY_0001_Accs_Bamboo_Xocks_Pink', 'XEXY_0001_Accs_Bamboo_Xocks_Pink', 'XEXY_0001_Accs_Bamboo_Xocks_Pink']","[0, 0, 0]"
XEXY_0001_Accs_Bamboo_Socks_Pink_6Pack,0,6,"['XEXY_0001_Accs_Bamboo_Xocks_Pink', 'XEXY_0001_Accs_Bamboo_Xocks_Pink', 'XEXY_0001_Accs_Bamboo_Xocks_Pink', 'XEXY_0001_Accs_Bamboo_Xocks_Pink', 'XEXY_0001_Accs_Bamboo_Xocks_Pink', 'XEXY_0001_Accs_Bamboo_Xocks_Pink']","[0, 0, 0, 0, 0, 0]"
